2,0.07890,0.00384,0.08031,0.00363 
3,0.07915,0.00384,0.08016,0.00366 
4,0.07937,0.00383,0.08001,0.00369 
5,0.07955,0.00383,0.07985,0.00372 
6,0.07964,0.00382,0.07969,0.00375 
7,0.07966,0.00382,0.07952,0.00378 
8,0.07958,0.00382,0.07935,0.00380 
9,0.07942,0.00381,0.07917,0.00383 
10,0.07917,0.00381,0.07899,0.00386 
11,0.07886,0.00381,0.07881,0.00389 
12,0.07849,0.00380,0.07863,0.00392 
13,0.07810,0.00380,0.07846,0.00395 
14,0.07772,0.00380,0.07829,0.00397 
15,0.07739,0.00379,0.07814,0.00400 
16,0.07716,0.00379,0.07799,0.00403 
17,0.07703,0.00378,0.07787,0.00406 
18,0.07702,0.00378,0.07775,0.00408 
19,0.07711,0.00378,0.07765,0.00411 
20,0.07728,0.00377,0.07757,0.00414 
21,0.07750,0.00377,0.07750,0.00416 
22,0.07777,0.00377,0.07744,0.00419 
23,0.07804,0.00376,0.07740,0.00422 
24,0.07831,0.00376,0.07737,0.00424 
25,0.07858,0.00376,0.07735,0.00427 
26,0.07882,0.00375,0.07734,0.00429 
27,0.07904,0.00375,0.07735,0.00432 
28,0.07922,0.00374,0.07736,0.00435 
29,0.07938,0.00374,0.07739,0.00437 
30,0.07951,0.00374,0.07743,0.00440 
31,0.07963,0.00373,0.07747,0.00442 
32,0.07975,0.00373,0.07752,0.00445 
33,0.07988,0.00373,0.07759,0.00447 
34,0.08000,0.00372,0.07766,0.00450 
35,0.08013,0.00372,0.07773,0.00452 
36,0.08027,0.00371,0.07782,0.00454 
37,0.08042,0.00371,0.07790,0.00457 
38,0.08057,0.00371,0.07800,0.00459 
39,0.08072,0.00370,0.07810,0.00462 
40,0.08087,0.00370,0.07820,0.00464 
41,0.08102,0.00370,0.07831,0.00466 
42,0.08117,0.00369,0.07842,0.00469 
43,0.08132,0.00369,0.07854,0.00471 
44,0.08148,0.00368,0.07866,0.00473 
45,0.08165,0.00368,0.07879,0.00476 
46,0.08183,0.00368,0.07892,0.00478 
47,0.08201,0.00367,0.07905,0.00480 
48,0.08221,0.00367,0.07919,0.00483 
49,0.08240,0.00367,0.07933,0.00485 
50,0.08260,0.00366,0.07947,0.00487 
51,0.08279,0.00366,0.07962,0.00489 
52,0.08297,0.00365,0.07977,0.00492 
53,0.08315,0.00365,0.07992,0.00494 
54,0.08334,0.00365,0.08007,0.00496 
55,0.08352,0.00364,0.08023,0.00498 
56,0.08369,0.00364,0.08039,0.00501 
57,0.08386,0.00364,0.08055,0.00503 
58,0.08403,0.00363,0.08072,0.00505 
59,0.08419,0.00363,0.08088,0.00507 
60,0.08436,0.00362,0.08105,0.00509 
61,0.08454,0.00362,0.08122,0.00511 
62,0.08471,0.00362,0.08139,0.00514 
63,0.08489,0.00361,0.08156,0.00516 
64,0.08506,0.00361,0.08174,0.00518 
65,0.08522,0.00360,0.08191,0.00520 
66,0.08537,0.00360,0.08208,0.00522 
67,0.08551,0.00360,0.08226,0.00524 
68,0.08565,0.00359,0.08243,0.00526 
69,0.08578,0.00359,0.08261,0.00528 
70,0.08591,0.00359,0.08278,0.00530 
71,0.08604,0.00358,0.08296,0.00533 
72,0.08616,0.00358,0.08313,0.00535 
73,0.08629,0.00357,0.08330,0.00537 
74,0.08641,0.00357,0.08346,0.00539 
75,0.08653,0.00357,0.08363,0.00541 
76,0.08665,0.00356,0.08380,0.00543 
77,0.08675,0.00356,0.08396,0.00545 
78,0.08685,0.00355,0.08412,0.00547 
79,0.08695,0.00355,0.08428,0.00549 
80,0.08705,0.00355,0.08444,0.00551 
81,0.08714,0.00354,0.08460,0.00553 
82,0.08723,0.00354,0.08476,0.00555 
83,0.08732,0.00354,0.08492,0.00557 
84,0.08742,0.00353,0.08508,0.00559 
85,0.08811,0.00356,0.08533,0.00528 
